Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,TotalSF,SalePrice
67,20,RL,69.30579531442663,19900,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,2207,2,0,3,1,TA,7,1,Gd,Attchd,RFn,2.0,TA,Y,7,2010,WD,Normal,4154.0,180000
68,20,RL,72.0,10665,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1479,2,0,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,6,2007,WD,Normal,2932.0,226000
69,30,RM,47.0,4608,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,747,1,0,2,1,TA,4,0,NoFP,Attchd,Unf,1.0,TA,Y,6,2010,WD,Normal,1494.0,80000
70,50,RL,81.0,15593,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,2287,2,0,3,1,TA,7,1,TA,Attchd,Fin,2.0,TA,Y,7,2006,WD,Normal,3591.0,225000
71,20,RL,95.0,13651,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,Ex,Y,SBrkr,2223,2,0,3,1,TA,8,2,Gd,Attchd,Fin,2.0,TA,Y,2,2007,WD,Normal,4446.0,244000
72,20,RL,69.0,7599,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,845,1,0,2,1,TA,4,0,NoFP,Detchd,Unf,2.0,TA,Y,6,2007,WD,Normal,1690.0,129500
73,60,RL,74.0,10141,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,1718,2,1,3,1,TA,7,1,TA,Attchd,Fin,2.0,TA,Y,12,2009,WD,Normal,2550.0,185000
74,20,RL,85.0,10200,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Gd,Y,SBrkr,1086,1,0,3,1,TA,6,0,NoFP,Attchd,Unf,2.0,TA,Y,5,2010,WD,Normal,2172.0,144900
75,50,RM,60.0,5790,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,Gd,N,SBrkr,1605,2,0,3,2,TA,8,0,NoFP,Detchd,Unf,1.0,TA,Y,5,2010,WD,Normal,2445.0,107400
76,180,RM,21.0,1596,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,988,1,0,2,1,TA,5,0,NoFP,BuiltIn,Unf,1.0,TA,Y,11,2009,WD,Normal,1450.0,91000
77,20,RL,69.30579531442663,8475,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,FuseA,952,1,0,2,1,TA,4,0,NoFP,Detchd,Unf,1.0,TA,Y,4,2008,WD,Normal,1904.0,135750
78,50,RM,50.0,8635,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,TA,Y,SBrkr,1285,1,0,2,1,TA,6,0,NoFP,Detchd,Unf,1.0,TA,Y,1,2008,WD,Normal,1957.0,127000
79,90,RL,72.0,10778,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,SBrkr,1768,2,0,4,2,TA,8,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,Y,4,2010,WD,Normal,3536.0,136500
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,1230,1,1,2,1,TA,5,0,NoFP,Detchd,Unf,2.0,TA,Y,5,2009,WD,Normal,1670.0,110000
81,60,RL,100.0,13000,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,TA,Y,SBrkr,2142,2,1,4,1,Gd,8,1,Gd,Attchd,Fin,1.0,TA,Y,6,2009,WD,Normal,3038.0,193500
82,120,RM,32.0,4500,Pave,NOACCESS,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,Ex,Y,SBrkr,1337,2,0,2,1,TA,5,0,NoFP,Attchd,Fin,2.0,TA,Y,3,2006,WD,Normal,2574.0,153500
83,20,RL,78.0,10206,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1563,2,0,3,1,Gd,6,1,Gd,Attchd,RFn,3.0,TA,Y,10,2008,WD,Normal,3126.0,245000
84,20,RL,80.0,8892,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,1065,1,1,3,1,TA,6,0,NoFP,Detchd,Unf,2.0,TA,Y,7,2007,COD,Normal,2130.0,126500
85,80,RL,69.30579531442663,8530,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,1474,2,1,3,1,TA,7,1,TA,BuiltIn,Fin,2.0,TA,Y,5,2009,WD,Normal,1858.0,168500
86,60,RL,121.0,16059,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,2417,2,1,4,1,Gd,9,1,TA,Attchd,Unf,2.0,TA,Y,4,2006,WD,Normal,3705.0,260000
87,60,RL,122.0,11911,Pave,NOACCESS,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1560,2,1,3,1,Gd,6,1,Gd,BuiltIn,Fin,2.0,TA,Y,3,2009,WD,Normal,2244.0,174000
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1224,2,1,2,1,Gd,4,0,NoFP,Detchd,RFn,2.0,TA,Y,6,2009,New,Partial,1836.0,164500
89,50,C (all),105.0,8470,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,TA,N,SBrkr,1526,1,0,2,1,Fa,6,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,10,2009,ConLD,Abnorml,2026.0,85000
90,20,RL,60.0,8070,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,990,1,0,3,1,TA,5,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,Y,8,2007,WD,Normal,1980.0,123600
91,20,RL,60.0,7200,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,TA,Y,FuseA,1040,1,0,2,1,TA,4,0,NoFP,Detchd,Unf,2.0,TA,Y,7,2006,WD,Normal,1040.0,109900
92,20,RL,85.0,8500,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,1235,1,0,2,1,TA,6,0,NoFP,Attchd,Unf,2.0,TA,Y,12,2006,WD,Abnorml,2470.0,98600
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,964,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,2.0,TA,Y,8,2009,WD,Normal,1840.0,163500
94,190,C (all),60.0,7200,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,Ex,N,SBrkr,2291,2,0,4,2,TA,9,1,Gd,Detchd,Unf,2.0,TA,Y,11,2007,WD,Normal,3505.0,133900
95,60,RL,69.0,9337,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1786,2,1,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,5,2007,WD,Normal,2610.0,204750
96,60,RL,69.30579531442663,9765,Pave,NOACCESS,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,Gd,Y,SBrkr,1470,2,1,3,1,TA,6,1,TA,BuiltIn,Fin,2.0,TA,Y,4,2009,WD,Normal,2150.0,185000
97,20,RL,78.0,10264,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,1588,2,0,3,1,Gd,6,0,NoFP,Attchd,RFn,2.0,TA,Y,8,2006,WD,Normal,3176.0,214000
98,20,RL,73.0,10921,Pave,NOACCESS,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,FuseF,960,1,0,3,1,TA,6,0,NoFP,Attchd,Fin,1.0,TA,P,5,2007,WD,Normal,1920.0,94750
99,30,RL,85.0,10625,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Fa,N,SBrkr,835,1,0,2,1,TA,5,0,NoFP,Basment,Unf,1.0,Fa,Y,5,2010,COD,Abnorml,1293.0,83000
100,20,RL,77.0,9320,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Fa,Y,SBrkr,1225,1,1,3,1,TA,6,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,Y,1,2010,WD,Normal,2175.0,128950
101,20,RL,69.30579531442663,10603,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,Gd,Y,SBrkr,1610,2,0,3,1,Gd,6,2,TA,Attchd,RFn,2.0,TA,Y,2,2010,WD,Normal,3220.0,205000
102,60,RL,77.0,9206,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,1732,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2.0,TA,Y,6,2010,WD,Normal,2473.0,178000
103,90,RL,64.0,7018,Pave,NOACCESS,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,TA,Fa,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,TA,Y,SBrkr,1535,2,0,4,2,TA,8,0,NoFP,Attchd,Unf,2.0,TA,Y,6,2009,WD,Alloca,1535.0,118964
104,20,RL,94.0,10402,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1226,2,0,3,1,Gd,6,0,NoFP,Attchd,RFn,3.0,TA,Y,5,2010,WD,Normal,2452.0,198900
105,50,RM,69.30579531442663,7758,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,Ex,Y,FuseF,1818,1,1,4,1,TA,7,2,TA,Detchd,Unf,1.0,TA,Y,6,2007,WD,Normal,2858.0,169500
106,60,FV,75.0,9375,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,1992,2,1,3,1,Gd,9,1,Gd,Attchd,RFn,2.0,TA,Y,8,2008,WD,Normal,3045.0,250000
107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Gd,Y,SBrkr,1047,1,0,2,1,TA,6,0,NoFP,Detchd,Unf,1.0,Fa,N,8,2007,WD,Normal,1688.0,100000
108,20,RM,50.0,6000,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Ex,Y,SBrkr,789,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,1.0,TA,Y,4,2008,WD,Partial,1578.0,115000
109,50,RM,85.0,8500,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,FuseF,1517,2,0,3,1,Fa,7,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,8,2007,WD,Normal,2310.0,115000
110,20,RL,105.0,11751,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,1844,2,0,3,1,TA,7,1,TA,Attchd,RFn,2.0,TA,Y,1,2010,COD,Normal,3688.0,190000
111,50,RL,75.0,9525,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,Gd,Y,SBrkr,1855,2,0,4,1,TA,7,0,NoFP,Attchd,Unf,1.0,TA,Y,10,2006,WD,Normal,2849.0,136900
112,80,RL,69.30579531442663,7750,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1430,2,1,3,1,TA,7,1,TA,BuiltIn,Fin,2.0,TA,Y,4,2010,WD,Normal,1814.0,180000
113,60,RL,77.0,9965,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,2696,2,1,4,1,Ex,10,1,Gd,BuiltIn,Fin,3.0,TA,Y,10,2007,New,Partial,3960.0,383970
114,20,RL,69.30579531442663,21000,Pave,NOACCESS,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,TA,Y,SBrkr,2259,2,0,3,1,Gd,7,2,Gd,Basment,Unf,2.0,TA,Y,10,2007,COD,Abnorml,4068.0,217000
115,70,RL,61.0,7259,Pave,NOACCESS,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Ex,Y,SBrkr,2320,2,1,3,1,Gd,9,1,TA,Detchd,Unf,1.0,TA,Y,7,2007,WD,Normal,3348.0,259500
116,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,1458,2,1,2,1,TA,5,1,Fa,Detchd,Unf,2.0,TA,Y,6,2007,WD,Normal,2187.0,176000
117,20,RL,69.30579531442663,11616,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,TA,Y,SBrkr,1092,1,0,3,1,TA,6,1,Po,Attchd,Unf,1.0,TA,Y,9,2009,WD,Normal,2184.0,139000
118,20,RL,74.0,8536,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,1125,1,1,2,1,TA,5,0,NoFP,Attchd,Unf,2.0,TA,Y,4,2007,New,Partial,2250.0,155000
119,60,RL,90.0,12376,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,3222,3,0,5,1,Gd,11,2,TA,Attchd,Unf,3.0,TA,Y,5,2010,WD,Normal,4895.0,320000
120,60,RL,65.0,8461,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1456,2,1,3,1,Gd,8,1,Gd,Attchd,Fin,2.0,TA,Y,7,2006,New,Partial,2184.0,163990
121,80,RL,69.30579531442663,21453,Pave,NOACCESS,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,Ex,Y,SBrkr,988,1,0,1,1,TA,4,2,TA,Attchd,Unf,2.0,TA,Y,10,2006,WD,Normal,1926.0,180000
122,50,RM,50.0,6060,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,1123,1,0,3,1,TA,4,0,NoFP,Detchd,Unf,1.0,TA,P,6,2007,WD,Normal,1855.0,100000
123,20,RL,75.0,9464,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,1080,1,0,3,1,TA,5,0,NoFP,Attchd,Unf,1.0,TA,Y,6,2008,WD,Normal,2160.0,136000
124,120,RL,55.0,7892,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1199,2,0,2,1,Gd,5,0,NoFP,Attchd,RFn,2.0,TA,Y,3,2008,WD,Normal,2398.0,153900
125,20,RL,48.0,17043,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,TA,Y,SBrkr,1586,2,0,3,1,TA,7,1,TA,Attchd,Unf,2.0,TA,Y,1,2009,WD,Normal,2948.0,181000
126,190,RM,60.0,6780,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,Gd,N,SBrkr,754,1,0,2,1,TA,5,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,6,2006,WD,Normal,1040.0,84500
127,120,RL,69.30579531442663,4928,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,958,2,0,2,1,TA,5,1,TA,Attchd,RFn,2.0,TA,Y,2,2007,WD,Normal,2036.0,128000
128,45,RM,55.0,4388,Pave,NOACCESS,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,WdShing,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,840,1,0,3,1,TA,5,1,TA,NoGRG,NoGRG,0.0,NoGRG,N,6,2007,WD,Normal,1512.0,87000
129,60,RL,69.0,7590,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,1348,1,1,3,1,TA,6,1,Fa,Attchd,RFn,2.0,TA,Y,7,2006,WD,Normal,2008.0,155000
130,20,RL,69.0,8973,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,FuseA,1053,1,1,3,1,Ex,6,0,NoFP,2Types,RFn,2.0,TA,Y,7,2006,WD,Abnorml,2061.0,150000
131,60,RL,88.0,14200,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,2157,2,1,4,1,Gd,8,2,Gd,Attchd,Fin,2.0,TA,Y,5,2006,WD,Normal,3081.0,226000
132,60,RL,69.30579531442663,12224,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2054,2,1,3,1,Gd,7,1,TA,BuiltIn,RFn,2.0,TA,Y,7,2009,WD,Normal,3046.0,244000
133,20,RL,75.0,7388,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,1327,1,0,3,1,Gd,7,0,NoFP,Detchd,Unf,2.0,TA,Y,7,2007,WD,Normal,2390.0,150750
